Date,Open,High,Low,Close
2010-11-19,0.267800,0.280000,0.268200,0.280000
2010-11-20,0.280000,0.290000,0.268200,0.283000
2010-11-21,0.283000,0.282000,0.276300,0.276700
2010-11-22,0.276700,0.287900,0.269000,0.287900
2010-11-23,0.287900,0.284500,0.276000,0.282900
2010-11-24,0.282900,0.283000,0.276100,0.283000
2010-11-25,0.283000,0.282500,0.278000,0.280000
2010-11-26,0.280000,0.289000,0.276100,0.284400
2010-11-27,0.284400,0.284400,0.282600,0.283000
2010-11-28,0.283000,0.284600,0.270000,0.270000
2010-11-29,0.270000,0.279000,0.215100,0.229900
2010-11-30,0.229900,0.229900,0.204000,0.208200
2010-12-01,0.208200,0.229900,0.209500,0.227500
2010-12-02,0.227500,0.255300,0.218000,0.255000
2010-12-03,0.255000,0.255200,0.243000,0.251000
2010-12-04,0.251000,0.258900,0.205000,0.205000
2010-12-05,0.205000,0.235000,0.190000,0.190000
2010-12-06,0.190000,0.225000,0.184100,0.204000
2010-12-07,0.204000,0.247700,0.170100,0.233000
2010-12-08,0.233000,0.240000,0.220000,0.238800
2010-12-09,0.238800,0.233000,0.170100,0.200000
2010-12-10,0.200000,0.204000,0.182500,0.204000
2010-12-11,0.204000,0.228000,0.190700,0.228000
2010-12-12,0.228000,0.227900,0.206800,0.220000
2010-12-13,0.220000,0.230000,0.210000,0.229900
2010-12-14,0.229900,0.246800,0.210000,0.246700
2010-12-15,0.246700,0.246000,0.238000,0.238000
2010-12-16,0.238000,0.255000,0.222200,0.250000
2010-12-17,0.250000,0.249000,0.240000,0.240000
2010-12-18,0.240000,0.248800,0.241000,0.241000
2010-12-19,0.241000,0.249900,0.240000,0.240100
2010-12-20,0.240100,0.275000,0.240000,0.267000
2010-12-21,0.267000,0.267000,0.240000,0.240000
2010-12-22,0.240000,0.250000,0.244000,0.250000
2010-12-23,0.250000,0.250000,0.241000,0.250000
2010-12-24,0.250000,0.250000,0.242000,0.248000
2010-12-25,0.248000,0.250000,0.247500,0.249900
2010-12-26,0.249900,0.270000,0.246400,0.265000
2010-12-27,0.265000,0.270000,0.251000,0.265000
2010-12-28,0.265000,0.281000,0.261200,0.281000
2010-12-29,0.281000,0.301000,0.271000,0.300000
2010-12-30,0.300000,0.300000,0.291000,0.300000
2010-12-31,0.300000,0.300000,0.292000,0.300000
2011-01-01,0.300000,0.300000,0.292000,0.300000
2011-01-02,0.300000,0.300000,0.289000,0.300000
2011-01-03,0.300000,0.299900,0.290000,0.295000
2011-01-04,0.295000,0.299900,0.289000,0.298900
2011-01-05,0.298900,0.299000,0.290000,0.299000
2011-01-06,0.299000,0.299000,0.290000,0.298000
2011-01-07,0.298000,0.322000,0.297500,0.320000
2011-01-08,0.320000,0.322900,0.309000,0.322900
2011-01-09,0.322900,0.323000,0.322900,0.323000
2011-01-10,0.323000,0.329000,0.317500,0.326600
2011-01-11,0.326600,0.326600,0.317600,0.326600
2011-01-12,0.326600,0.355700,0.318000,0.318800
2011-01-13,0.318800,0.405000,0.317600,0.317600
2011-01-14,0.317600,0.450000,0.317600,0.400000
2011-01-15,0.400000,0.400000,0.385000,0.386000
2011-01-16,0.386000,0.400000,0.386000,0.386800
2011-01-17,0.386800,0.386800,0.315000,0.349500
2011-01-18,0.349500,0.349500,0.305000,0.313000
2011-01-19,0.313000,0.313000,0.305000,0.313000
2011-01-20,0.313000,0.390000,0.310000,0.390000
2011-01-21,0.390000,0.440000,0.368000,0.419900
2011-01-22,0.419900,0.444300,0.390000,0.444300
2011-01-23,0.444300,0.444300,0.420000,0.442400
2011-01-24,0.442400,0.442400,0.381000,0.419900
2011-01-25,0.419900,0.425000,0.400000,0.410000
2011-01-26,0.410000,0.420000,0.390400,0.417000
2011-01-27,0.417000,0.450000,0.408500,0.421200
2011-01-28,0.421200,0.446000,0.421200,0.446000
2011-01-29,0.446000,0.445000,0.430000,0.439000
2011-01-30,0.439000,0.480000,0.445000,0.479900
2011-01-31,0.479900,0.950000,0.470000,0.520000
2011-02-01,0.520000,0.850000,0.520100,0.700000
2011-02-02,0.700000,0.760000,0.690000,0.716000
2011-02-03,0.716000,0.750000,0.650100,0.690000
2011-02-04,0.690000,0.880000,0.670000,0.811000
2011-02-05,0.811000,0.920000,0.811500,0.920000
2011-02-06,0.920000,0.920000,0.830000,0.899700
2011-02-07,0.899700,0.900000,0.830000,0.890000
2011-02-08,0.890000,0.918000,0.861700,0.918000
2011-02-09,0.918000,1.090000,0.820000,1.090000
2011-02-10,1.090000,1.100000,0.800000,0.980300
2011-02-11,0.980300,1.090000,0.926400,1.070000
2011-02-12,1.070000,1.080000,0.990600,1.080000
2011-02-13,1.080000,1.080000,1.020000,1.050000
2011-02-14,1.050000,1.080000,1.030000,1.070000
2011-02-15,1.070000,1.090000,1.030000,1.050000
2011-02-16,1.050000,1.050000,1.020000,1.050000
2011-02-17,1.050000,1.050000,1.020000,1.040000
2011-02-18,1.040000,1.040000,0.780100,0.898900
2011-02-19,0.898900,0.980000,0.837600,0.949000
2011-02-20,0.949000,0.949000,0.830000,0.850000
2011-02-21,0.850000,0.879600,0.831300,0.834500
2011-02-22,0.834500,0.950000,0.831300,0.870200
2011-02-23,0.870200,0.945000,0.868100,0.900000
2011-02-24,0.900000,1.000000,0.900000,0.997400
2011-02-25,0.997400,0.999800,0.911100,0.911100
2011-02-26,0.911100,0.970000,0.910600,0.958000
2011-02-27,0.958000,0.958000,0.890000,0.890000
2011-02-28,0.890000,0.920000,0.845000,0.860000
2011-03-01,0.860000,0.970000,0.850200,0.920200
2011-03-02,0.920200,0.940000,0.910200,0.939900
2011-03-03,0.939900,0.939900,0.910000,0.939100
2011-03-04,0.939100,0.939100,0.900100,0.901000
2011-03-05,0.901000,0.918900,0.811100,0.910300
2011-03-06,0.910300,0.909800,0.810000,0.899900
2011-03-07,0.899900,0.909000,0.846000,0.885000
2011-03-08,0.885000,0.885000,0.850000,0.870000
2011-03-09,0.870000,0.870000,0.850000,0.864500
2011-03-10,0.864500,0.932900,0.849700,0.932900
2011-03-11,0.932900,0.925000,0.860100,0.880000
2011-03-12,0.880000,0.919700,0.880000,0.918000
2011-03-13,0.918000,0.918000,0.889800,0.892500
2011-03-14,0.892500,0.900000,0.880000,0.894900
2011-03-15,0.894900,0.894900,0.870000,0.870000
2011-03-16,0.870000,0.880000,0.836000,0.860000
2011-03-17,0.860000,0.880000,0.810000,0.825400
2011-03-18,0.825400,0.850600,0.710000,0.816500
2011-03-19,0.816500,0.797000,0.731300,0.765000
2011-03-20,0.765000,0.790000,0.740200,0.741100
2011-03-21,0.741100,0.772400,0.740500,0.759000
2011-03-22,0.759000,0.810000,0.740500,0.809000
2011-03-23,0.809000,0.850000,0.780000,0.849700
2011-03-24,0.849700,0.900000,0.826600,0.866900
2011-03-25,0.866900,0.890000,0.861000,0.883800
2011-03-26,0.883800,0.905000,0.841000,0.855200
2011-03-27,0.855200,0.872100,0.815200,0.820000
2011-03-27,0.820000,0.850000,0.760000,0.799000
2011-03-28,0.799000,0.799700,0.764800,0.792500
2011-03-29,0.792500,0.795000,0.766000,0.789700
2011-03-30,0.789700,0.801000,0.768000,0.784600
2011-03-31,0.784600,0.797000,0.774100,0.774100
2011-04-01,0.774100,0.799800,0.774100,0.782000
2011-04-02,0.782000,0.794900,0.777000,0.779000
2011-04-03,0.779000,0.785000,0.561900,0.680000
2011-04-04,0.680000,0.747800,0.580000,0.710000
2011-04-05,0.710000,0.750000,0.690200,0.740000
2011-04-06,0.740000,0.784900,0.720500,0.753800
2011-04-07,0.753800,0.799000,0.730900,0.750000
2011-04-08,0.750000,0.767600,0.720500,0.730000
2011-04-09,0.730000,0.758900,0.710000,0.736900
2011-04-10,0.736900,0.799000,0.710300,0.770000
2011-04-11,0.770000,0.899000,0.770300,0.860000
2011-04-12,0.860000,1.000000,0.860000,0.922500
2011-04-13,0.922500,1.000000,0.910000,1.000000
2011-04-14,1.000000,1.090000,0.911000,0.989900
2011-04-15,0.989900,1.100000,0.954100,1.050000
2011-04-16,1.050000,1.140000,1.030000,1.110000
2011-04-17,1.110000,1.200000,1.110000,1.160000
2011-04-18,1.160000,1.200000,1.140000,1.200000
2011-04-19,1.200000,1.200000,1.130000,1.140000
2011-04-20,1.140000,1.210000,1.140000,1.210000
2011-04-21,1.210000,1.410000,1.190000,1.410000
2011-04-22,1.410000,1.950000,1.320000,1.700000
2011-04-23,1.700000,1.950000,1.600000,1.630000
2011-04-24,1.630000,1.700000,1.520000,1.560000
2011-04-25,1.560000,1.790000,1.530000,1.790000
2011-04-26,1.790000,1.950000,1.720000,1.900000
2011-04-27,1.900000,2.650000,1.660000,2.210000
2011-04-28,2.210000,2.950000,2.210000,2.880000
2011-04-29,2.880000,4.150000,2.750000,3.500000
2011-04-30,3.500000,3.870000,2.500000,3.030000
2011-05-01,3.030000,3.500000,3.030000,3.200000
2011-05-02,3.200000,3.490000,3.110000,3.410000
2011-05-03,3.410000,3.580000,3.250000,3.410000
2011-05-04,3.410000,3.450000,3.330000,3.330000
2011-05-05,3.330000,3.610000,3.290000,3.450000
2011-05-06,3.450000,3.700000,3.430000,3.640000
2011-05-07,3.640000,3.940000,3.630000,3.870000
2011-05-08,3.870000,3.900000,3.690000,3.800000
2011-05-09,3.800000,5.990000,3.810000,5.810000
2011-05-10,5.810000,6.070000,4.600000,5.500000
2011-05-11,5.500000,6.490000,5.220000,6.300000
2011-05-12,6.300000,8.450000,6.320000,8.200000
2011-05-13,8.200000,8.900000,5.830000,7.200000
2011-05-14,7.200000,7.780000,6.200000,6.990000
2011-05-15,6.990000,8.500000,6.750000,8.030000
2011-05-16,8.030000,8.390000,6.980000,7.190000
2011-05-17,7.190000,7.500000,6.600000,6.880000
2011-05-18,6.880000,7.340000,6.610000,6.810000
2011-05-19,6.810000,7.100000,5.580000,5.590000
2011-05-20,5.590000,6.520000,5.580000,6.120000
2011-05-21,6.120000,6.760000,5.990000,6.690000
2011-05-22,6.690000,7.450000,6.690000,7.150000
2011-05-23,7.150000,7.510000,6.960000,7.420000
2011-05-24,7.420000,9.330000,7.220000,8.400000
2011-05-25,8.400000,8.990000,8.010000,8.800000
2011-05-26,8.800000,8.830000,8.500000,8.500000
2011-05-27,8.500000,8.700000,8.110000,8.300000
2011-05-28,8.300000,8.490000,8.100000,8.430000
2011-05-29,8.430000,9.000000,8.250000,8.800000
2011-05-30,8.800000,9.500000,8.100000,8.740000
2011-05-31,8.740000,9.700000,8.300000,9.570000
2011-06-01,9.570000,10.890000,9.500000,10.600000
2011-06-02,10.600000,14.500000,10.580000,14.290000
2011-06-03,14.290000,18.889999,14.040000,18.889999
2011-06-04,18.889999,19.000000,16.200001,16.700001
2011-06-05,16.700001,19.230000,16.450001,18.549999
2011-06-06,18.549999,24.320000,18.260000,23.920000
2011-06-07,23.920000,31.910000,22.209999,29.600000
2011-06-08,29.600000,31.500000,26.150000,28.920000
2011-06-09,28.920000,29.400000,20.010000,23.950001
2011-06-10,23.950001,23.990000,13.000000,14.650000
2011-06-11,14.650000,24.990000,10.250000,18.549999
2011-06-12,18.549999,24.500000,16.000000,19.840000
2011-06-13,19.840000,20.500000,18.000000,19.280001
2011-06-14,19.280001,20.000000,19.020000,19.490000
2011-06-15,19.490000,19.889999,17.000000,17.000000
2011-06-16,17.000000,18.340000,13.000000,15.680000
2011-06-17,15.680000,16.950001,15.050000,16.889999
2011-06-18,16.889999,18.879999,16.850000,17.510000
2011-06-19,17.510000,17.510000,17.510000,17.510000
2011-06-20,17.510000,17.510000,17.510000,17.510000
2011-06-21,17.510000,17.510000,17.510000,17.510000
2011-06-22,17.510000,17.510000,17.510000,17.510000
2011-06-23,17.510000,17.510000,17.510000,17.510000
2011-06-24,17.510000,17.510000,17.510000,17.510000
2011-06-25,17.510000,17.510000,14.010000,16.450001
2011-06-26,16.450001,18.000000,15.000000,16.750000
2011-06-27,16.750000,17.520000,16.500000,16.950001
2011-06-28,16.950001,17.200001,16.670000,16.850000
2011-06-29,16.850000,17.000000,15.730000,16.100000
2011-06-30,16.100000,16.740000,15.260000,15.400000
2011-07-01,15.400000,15.800000,15.270000,15.400000
2011-07-02,15.400000,15.690000,15.310000,15.440000
2011-07-03,15.440000,15.490000,13.140000,13.860000
2011-07-04,13.860000,15.000000,11.000000,12.910000
2011-07-05,12.910000,16.500000,12.670000,14.780000
2011-07-06,14.780000,15.900000,14.500000,14.780000
2011-07-07,14.780000,15.640000,13.900000,14.310000
2011-07-08,14.310000,14.700000,14.020000,14.380000
2011-07-09,14.380000,15.680000,14.350000,14.900000
2011-07-10,14.900000,15.200000,13.800000,14.210000
2011-07-11,14.210000,14.640000,13.900000,14.010000
2011-07-12,14.010000,14.150000,13.910000,13.950000
2011-07-13,13.950000,14.070000,13.700000,13.990000
2011-07-14,13.990000,14.090000,13.500000,13.810000
2011-07-15,13.810000,13.810000,13.500000,13.720000
2011-07-16,13.720000,13.750000,13.020000,13.160000
2011-07-17,13.160000,13.920000,12.510000,13.480000
2011-07-18,13.480000,14.700000,13.440000,13.850000
2011-07-19,13.850000,14.000000,13.400000,13.690000
2011-07-20,13.690000,13.780000,13.400000,13.610000
2011-07-21,13.610000,13.810000,13.450000,13.700000
2011-07-22,13.700000,13.760000,13.510000,13.680000
2011-07-23,13.680000,14.100000,13.600000,13.980000
2011-07-24,13.980000,14.720000,13.760000,14.050000
2011-07-25,14.050000,14.050000,13.770000,13.880000
2011-07-26,13.880000,14.130000,13.850000,13.940000
2011-07-27,13.940000,13.940000,13.310000,13.490000
2011-07-28,13.490000,13.700000,13.330000,13.500000
2011-07-29,13.500000,13.630000,13.450000,13.530000
2011-07-30,13.530000,14.900000,12.830000,13.350000
2011-07-31,13.350000,13.550000,12.850000,13.090000
2011-08-01,13.090000,13.100000,11.500000,12.050000
2011-08-02,12.050000,12.160000,8.700000,9.260000
2011-08-03,9.260000,11.150000,9.270000,10.750000
2011-08-04,10.750000,10.990000,9.500000,9.800000
2011-08-05,9.800000,9.950000,5.740000,6.550000
2011-08-06,6.550000,9.470000,6.010000,7.900000
2011-08-07,7.900000,8.160000,7.060000,7.800000
2011-08-08,7.800000,12.100000,7.670000,9.990000
2011-08-09,9.990000,10.400000,9.500000,9.980000
2011-08-10,9.980000,10.500000,8.450000,9.460000
2011-08-11,9.460000,9.800000,8.910000,9.460000
2011-08-12,9.460000,10.250000,9.280000,10.130000
2011-08-13,10.130000,11.240000,9.620000,10.800000
2011-08-14,10.800000,11.890000,10.720000,11.150000
2011-08-15,11.150000,11.320000,10.810000,10.960000
2011-08-16,10.960000,11.100000,10.660000,10.950000
2011-08-17,10.950000,11.050000,10.810000,10.830000
2011-08-18,10.830000,11.810000,10.830000,11.650000
2011-08-19,11.650000,11.690000,11.400000,11.450000
2011-08-20,11.450000,11.510000,11.310000,11.310000
2011-08-21,11.310000,11.500000,10.510000,10.900000
2011-08-22,10.900000,11.300000,10.810000,10.940000
2011-08-23,10.940000,11.080000,10.830000,10.850000
2011-08-24,10.850000,10.890000,9.100000,9.660000
2011-08-25,9.660000,9.890000,7.640000,8.180000
2011-08-26,8.180000,9.110000,8.120000,8.590000
2011-08-27,8.590000,9.480000,8.450000,9.070000
2011-08-28,9.070000,9.270000,8.650000,8.970000
2011-08-29,8.970000,9.000000,8.550000,8.790000
2011-08-30,8.790000,8.790000,8.010000,8.200000
2011-08-31,8.200000,8.360000,8.100000,8.210000
2011-09-01,8.210000,8.710000,8.230000,8.640000
2011-09-02,8.640000,8.690000,8.360000,8.480000
2011-09-03,8.480000,8.490000,7.850000,8.180000
2011-09-04,8.180000,8.190000,7.250000,7.610000
2011-09-05,7.610000,7.660000,6.120000,6.860000
2011-09-06,6.860000,7.600000,6.530000,7.190000
2011-09-07,7.190000,7.200000,6.510000,6.530000
2011-09-08,6.530000,6.580000,4.180000,5.030000
2011-09-09,5.030000,5.490000,4.630000,4.770000
2011-09-10,4.770000,7.400000,4.600000,5.860000
2011-09-11,5.860000,6.580000,5.410000,6.080000
2011-09-12,6.080000,6.090000,5.700000,5.800000
2011-09-13,5.800000,5.850000,5.320000,5.620000
2011-09-14,5.620000,5.620000,4.440000,4.840000
2011-09-15,4.840000,4.990000,4.610000,4.820000
2011-09-16,4.820000,4.930000,4.700000,4.770000
2011-09-17,4.770000,5.600000,4.720000,5.200000
2011-09-18,5.200000,5.640000,4.900000,5.460000
2011-09-19,5.460000,6.800000,5.450000,6.110000
2011-09-20,6.110000,6.290000,5.060000,5.610000
2011-09-21,5.610000,5.830000,5.290000,5.430000
2011-09-22,5.430000,5.710000,5.410000,5.550000
2011-09-23,5.550000,5.640000,5.320000,5.470000
2011-09-24,5.470000,5.490000,5.320000,5.330000
2011-09-25,5.330000,5.400000,4.720000,4.870000
2011-09-26,4.870000,5.130000,4.780000,4.920000
2011-09-27,4.920000,4.970000,4.630000,4.770000
2011-09-28,4.770000,4.800000,4.670000,4.780000
2011-09-29,4.780000,5.350000,4.740000,5.140000
2011-09-30,5.140000,5.250000,4.860000,5.030000
2011-10-01,5.030000,5.100000,4.910000,5.030000
2011-10-02,5.030000,5.040000,4.890000,5.020000
2011-10-03,5.020000,5.030000,4.920000,4.960000
2011-10-04,4.960000,5.030000,4.830000,4.870000
2011-10-05,4.870000,4.900000,4.500000,4.730000
2011-10-06,4.730000,4.800000,3.780000,4.270000
2011-10-07,4.270000,4.340000,3.830000,4.010000
2011-10-08,4.010000,4.390000,4.010000,4.100000
2011-10-09,4.100000,4.200000,4.010000,4.100000
2011-10-10,4.100000,4.100000,3.850000,3.930000
2011-10-11,3.930000,4.450000,3.900000,4.150000
2011-10-12,4.150000,4.200000,4.000000,4.050000
2011-10-13,4.050000,4.110000,3.950000,3.990000
2011-10-14,3.990000,4.050000,3.710000,3.840000
2011-10-15,3.840000,3.900000,3.400000,3.560000
2011-10-16,3.560000,3.740000,2.260000,2.560000
2011-10-17,2.560000,2.900000,2.310000,2.420000
2011-10-18,2.420000,2.540000,2.040000,2.270000
2011-10-19,2.270000,2.390000,2.220000,2.350000
2011-10-20,2.350000,2.720000,2.330000,2.570000
2011-10-21,2.570000,3.300000,2.550000,3.160000
2011-10-22,3.160000,3.200000,2.950000,3.170000
2011-10-23,3.170000,3.190000,2.480000,2.550000
2011-10-24,2.550000,3.040000,2.440000,2.770000
2011-10-25,2.770000,2.850000,2.650000,2.770000
2011-10-26,2.770000,3.090000,2.730000,3.040000
2011-10-27,3.040000,3.260000,2.910000,3.190000
2011-10-28,3.190000,3.830000,3.140000,3.580000
2011-10-29,3.580000,3.650000,3.200000,3.270000
2011-10-31,3.270000,3.320000,3.070000,3.250000
2011-11-01,3.250000,3.350000,3.070000,3.150000
2011-11-02,3.150000,3.440000,3.140000,3.250000
2011-11-03,3.250000,3.280000,3.100000,3.150000
2011-11-04,3.150000,3.210000,3.010000,3.110000
2011-11-05,3.110000,3.150000,2.850000,2.970000
2011-11-06,2.970000,3.000000,2.920000,2.960000
2011-11-07,2.960000,3.030000,2.950000,3.010000
2011-11-08,3.010000,3.210000,3.010000,3.040000
2011-11-09,3.040000,3.110000,2.890000,2.950000
2011-11-10,2.950000,2.970000,2.800000,2.840000
2011-11-11,2.840000,3.110000,2.820000,3.080000
2011-11-12,3.080000,3.110000,3.010000,3.030000
2011-11-13,3.030000,3.050000,2.950000,3.000000
2011-11-14,3.000000,3.000000,2.100000,2.220000
2011-11-15,2.220000,2.490000,2.110000,2.330000
2011-11-16,2.330000,2.600000,2.300000,2.560000
2011-11-17,2.560000,2.590000,1.990000,2.250000
2011-11-18,2.250000,2.390000,2.000000,2.050000
2011-11-19,2.050000,2.260000,2.000000,2.200000
2011-11-20,2.200000,2.500000,2.150000,2.200000
2011-11-21,2.200000,2.310000,2.170000,2.290000
2011-11-22,2.290000,2.350000,2.250000,2.330000
2011-11-23,2.330000,2.380000,2.270000,2.330000
2011-11-24,2.330000,2.560000,2.310000,2.430000
2011-11-25,2.430000,2.530000,2.370000,2.510000
2011-11-26,2.510000,2.530000,2.410000,2.470000
2011-11-27,2.470000,2.490000,2.420000,2.480000
2011-11-28,2.480000,2.550000,2.440000,2.550000
2011-11-29,2.550000,2.980000,2.540000,2.750000
2011-11-30,2.750000,3.090000,2.730000,2.970000
2011-12-01,2.970000,3.140000,2.930000,3.060000
2011-12-02,3.060000,3.140000,3.030000,3.120000
2011-12-03,3.120000,3.130000,2.750000,2.790000
2011-12-04,2.790000,2.900000,2.610000,2.830000
2011-12-05,2.830000,2.930000,2.780000,2.880000
2011-12-06,2.880000,3.050000,2.870000,3.030000
2011-12-07,3.030000,3.080000,2.930000,2.990000
2011-12-08,2.990000,3.010000,2.880000,2.980000
2011-12-09,2.980000,3.040000,2.930000,2.970000
2011-12-10,2.970000,3.130000,2.930000,3.050000
2011-12-11,3.050000,3.380000,2.990000,3.250000
2011-12-12,3.250000,3.290000,3.080000,3.140000
2011-12-13,3.140000,3.250000,3.140000,3.250000
2011-12-14,3.250000,3.250000,2.990000,3.150000
2011-12-15,3.150000,3.210000,3.110000,3.200000
